brand,model_type,transmission,fuel_type,owner_type,year,engine_cc,mileage_km,tax_annual,price_usd
Suzuki,Hatchback,Manual,Hybrid,Second,2011,1897,198590,48.04,2401.85
Suzuki,MPV,Automatic,Petrol,First,2007,1916,237798,58.54,2927.14
BMW,MPV,Manual,Hybrid,First,2017,3130,122640,276.54,13827.16
Toyota,Sedan,Manual,Hybrid,First,2014,1453,121330,23.10,1154.81
Mercedes,Coupe,Automatic,Hybrid,Third,2013,3459,126288,144.38,7219.25
VW,MPV,Manual,Hybrid,First,2007,1375,321012,62.76,3137.90
Porsche,Sedan,Automatic,Petrol,Third,2022,2057,50781,1076.46,53822.93
Toyota,SUV,Automatic,Petrol,Third,2007,1138,227394,39.65,1982.54
Suzuki,Coupe,Automatic,Petrol,Third,2011,1711,172592,59.42,2971.18
Porsche,MPV,Manual,Diesel,First,2024,2372,15456,1744.57,87228.68
BMW,MPV,Automatic,Petrol,First,2010,2683,152565,61.99,3099.72
Porsche,Coupe,Manual,Hybrid,First,2022,1772,41943,1737.33,86866.40
Mercedes,SUV,Manual,Petrol,Third,2012,3254,137774,48.95,2447.46
Audi,MPV,Automatic,Petrol,Second,2008,2330,234260,46.36,2318.23
Audi,Coupe,Manual,Diesel,First,2015,1973,137640,346.28,17314.18
VW,Sedan,Automatic,Hybrid,First,2023,1806,33272,511.67,25583.46
BMW,MPV,Manual,Petrol,Third,2024,3719,14223,955.77,47788.54
Mercedes,Coupe,Automatic,Hybrid,Third,2022,2821,49743,819.57,40978.70
Toyota,SUV,Automatic,Hybrid,First,2012,1233,206258,41.91,2095.37
VW,Sedan,Manual,Hybrid,First,2019,2079,73890,307.71,15385.33
VW,Sedan,Automatic,Hybrid,Third,2017,1384,152904,102.17,5108.27
Mercedes,Sedan,Manual,Hybrid,First,2015,3460,127390,193.55,9677.69
Toyota,SUV,Automatic,Hybrid,Third,2005,1420,261120,47.88,2393.77
Toyota,SUV,Automatic,Petrol,First,2019,1594,90762,193.04,9651.91
Suzuki,MPV,Automatic,Diesel,Third,2021,1033,77548,82.17,4108.63
Porsche,Coupe,Automatic,Hybrid,Third,2011,1489,189868,311.21,15560.36
Honda,Sedan,Manual,Diesel,Third,2017,1781,138736,50.12,2505.90
Mercedes,MPV,Automatic,Petrol,Second,2007,3061,311688,52.97,2648.43
Mazda,MPV,Manual,Diesel,First,2021,1082,40808,231.48,11574.16
BMW,SUV,Manual,Diesel,Third,2015,3615,197950,110.52,5525.84
Daihatsu,Hatchback,Automatic,Hybrid,First,2008,2016,248472,41.44,2072.16
Suzuki,Coupe,Manual,Diesel,Second,2018,2258,95333,185.55,9277.69
BMW,Sedan,Manual,Diesel,First,2007,3062,217368,43.38,2169.06
Toyota,SUV,Automatic,Hybrid,First,2015,1656,120170,125.64,6282.11
Porsche,Coupe,Automatic,Hybrid,First,2006,1598,242915,115.94,5797.09
Toyota,Coupe,Manual,Petrol,First,2011,1675,152922,39.58,1979.05
Porsche,Coupe,Automatic,Diesel,Second,2010,2333,184830,308.85,15442.30
Porsche,Coupe,Automatic,Diesel,First,2014,1162,134475,594.20,29710.05
Toyota,SUV,Manual,Diesel,Third,2008,2188,279327,55.60,2780.10
Daihatsu,Sedan,Automatic,Diesel,Second,2013,1368,182088,47.87,2393.55
Daihatsu,Coupe,Manual,Hybrid,First,2017,1149,134016,71.13,3556.46
Daihatsu,Hatchback,Automatic,Petrol,Second,2016,1203,90477,43.29,2164.64
Suzuki,Coupe,Manual,Hybrid,Second,2013,2244,153564,53.69,2684.46
Honda,SUV,Automatic,Hybrid,Second,2021,1737,59660,310.44,15522.05
Daihatsu,Coupe,Automatic,Diesel,Second,2017,2265,144552,121.37,6068.41
Porsche,Hatchback,Manual,Petrol,Third,2018,2311,104083,666.88,33343.90
Toyota,Coupe,Manual,Diesel,Third,2017,2355,87952,168.11,8405.30
Porsche,MPV,Manual,Petrol,First,2016,2315,162882,616.92,30845.95
Mercedes,MPV,Manual,Petrol,Second,2020,2296,99095,401.73,20086.60
Honda,Hatchback,Automatic,Diesel,Third,2005,2135,253520,56.94,2846.96
Daihatsu,Hatchback,Manual,Diesel,First,2023,1105,30892,190.93,9546.72
BMW,Coupe,Automatic,Hybrid,Third,2023,3565,36950,996.89,49844.60
Mazda,MPV,Manual,Petrol,Second,2010,1367,169230,39.46,1973.12
Suzuki,Coupe,Manual,Petrol,Second,2006,1952,302689,46.91,2345.55
Porsche,Hatchback,Automatic,Diesel,Second,2020,1531,59240,927.98,46399.02
Suzuki,SUV,Automatic,Hybrid,Second,2018,2185,135667,169.81,8490.73
Honda,MPV,Automatic,Petrol,First,2010,2045,233100,49.18,2459.24
Mercedes,MPV,Automatic,Hybrid,Third,2006,3699,379696,53.77,2688.52
Daihatsu,Coupe,Automatic,Petrol,Third,2007,1263,273222,52.85,2642.48
Mercedes,MPV,Manual,Petrol,First,2013,2522,151200,49.88,2494.09
Suzuki,MPV,Automatic,Hybrid,First,2012,1242,195260,50.39,2519.40
Mercedes,SUV,Manual,Petrol,Second,2020,2455,99405,513.78,25688.76
BMW,Sedan,Automatic,Diesel,Third,2008,2123,229874,71.71,3585.31
Audi,Hatchback,Automatic,Petrol,Third,2006,2109,243751,70.37,3518.47
Ferrari,SUV,Manual,Petrol,Second,2009,4351,179072,754.31,37715.33
Toyota,Sedan,Automatic,Hybrid,Second,2012,1367,210626,34.01,1700.68
Toyota,SUV,Automatic,Petrol,First,2006,1156,348346,51.24,2561.97
Ferrari,MPV,Manual,Diesel,Third,2020,4183,56705,2094.09,104704.71
Porsche,Sedan,Manual,Diesel,Second,2022,2150,48174,1231.33,61566.34
Mercedes,Hatchback,Manual,Petrol,Third,2017,2967,132440,208.90,10445.08
Mazda,SUV,Automatic,Petrol,Third,2016,2118,108315,130.22,6511.13
Daihatsu,Coupe,Manual,Diesel,Second,2005,2103,331620,34.05,1702.31
Toyota,MPV,Manual,Hybrid,First,2022,2321,43701,427.05,21352.58
BMW,SUV,Manual,Petrol,Second,2024,2437,14075,1040.17,52008.54
Honda,Coupe,Manual,Diesel,Third,2007,1445,237006,72.89,3644.36
Mercedes,MPV,Manual,Hybrid,First,2009,3062,168960,29.07,1453.47
Toyota,MPV,Automatic,Diesel,First,2019,1027,73926,100.86,5042.85
Daihatsu,Hatchback,Automatic,Diesel,First,2012,2264,236743,62.94,3147.18
Daihatsu,MPV,Manual,Petrol,Second,2006,2274,307610,30.35,1517.32
Suzuki,Hatchback,Automatic,Hybrid,Second,2006,2432,351994,50.70,2535.08
Mercedes,Coupe,Manual,Hybrid,Second,2013,3729,129336,155.51,7775.59
BMW,SUV,Manual,Hybrid,First,2006,2722,218291,64.02,3201.07
Mazda,Coupe,Manual,Petrol,Second,2006,1712,367878,39.76,1987.84
Suzuki,Sedan,Manual,Petrol,Third,2012,1639,203619,41.51,2075.57
Toyota,Coupe,Automatic,Petrol,Second,2008,1754,286586,47.00,2350.18
Mercedes,Coupe,Automatic,Hybrid,Second,2008,3637,338266,45.75,2287.32
Mazda,MPV,Automatic,Diesel,Second,2007,2308,301014,52.78,2638.78
VW,SUV,Automatic,Petrol,Third,2007,2046,264492,22.64,1132.03
Honda,MPV,Manual,Petrol,Third,2016,1674,165726,52.17,2608.26
Daihatsu,SUV,Manual,Hybrid,First,2024,1817,17429,445.35,22267.65
Mercedes,MPV,Automatic,Petrol,Third,2005,3011,248140,45.41,2270.72
Daihatsu,Sedan,Automatic,Hybrid,Second,2023,2357,28634,390.44,19521.97
Ferrari,SUV,Manual,Hybrid,Second,2010,5731,264255,844.83,42241.57
Audi,Sedan,Automatic,Diesel,Second,2022,1277,55287,561.37,28068.25
Daihatsu,Hatchback,Manual,Diesel,Second,2011,1557,211694,48.03,2401.52
Mercedes,Hatchback,Automatic,Hybrid,Second,2013,3544,186264,71.95,3597.65
Mercedes,Sedan,Manual,Petrol,Third,2013,3791,236556,61.53,3076.57
Mercedes,SUV,Automatic,Diesel,Second,2006,2553,236626,56.00,2800.16
Mercedes,SUV,Automatic,Hybrid,Second,2017,3578,142992,348.00,17399.95
Honda,Sedan,Manual,Diesel,First,2010,1285,157290,61.08,3054.04
Daihatsu,MPV,Automatic,Diesel,Third,2024,1547,18332,233.54,11677.01
Mazda,Sedan,Manual,Diesel,First,2006,2361,267539,30.68,1533.82
Toyota,Hatchback,Manual,Diesel,Second,2006,1393,332158,69.00,3449.81
VW,MPV,Manual,Diesel,First,2008,2134,175508,40.45,2022.46
Daihatsu,Coupe,Manual,Diesel,First,2012,2320,182273,37.44,1872.07
Mazda,SUV,Manual,Hybrid,First,2013,1833,226488,29.11,1455.36
Suzuki,SUV,Manual,Petrol,Third,2013,2433,196728,41.53,2076.35
Suzuki,MPV,Automatic,Diesel,Second,2010,1225,259110,38.02,1900.81
Mazda,Coupe,Manual,Diesel,Second,2009,1413,218592,29.48,1473.92
Mercedes,MPV,Manual,Diesel,First,2021,2992,61560,656.10,32804.97
Porsche,MPV,Manual,Diesel,Second,2015,2349,127550,489.60,24479.89
VW,Hatchback,Manual,Hybrid,Third,2013,2420,209232,56.93,2846.42
Suzuki,Sedan,Manual,Hybrid,Third,2012,1008,249561,61.34,3066.86
Honda,Sedan,Manual,Petrol,Second,2023,2316,31864,396.61,19830.33
Daihatsu,Sedan,Manual,Hybrid,First,2020,2212,58450,271.98,13598.96
VW,Hatchback,Automatic,Diesel,First,2018,1633,138803,146.33,7316.60
Toyota,Sedan,Manual,Petrol,Third,2023,2170,39432,324.83,16241.45
Toyota,Sedan,Manual,Diesel,Second,2023,1154,34030,205.14,10257.07
Daihatsu,SUV,Manual,Petrol,First,2008,2117,173298,45.05,2252.62
Ferrari,Sedan,Automatic,Petrol,First,2008,5455,286280,539.48,26974.04
Porsche,Hatchback,Automatic,Diesel,Second,2006,1741,221350,38.05,1902.30
Toyota,Sedan,Manual,Diesel,Second,2006,1285,337041,66.73,3336.46
Daihatsu,Hatchback,Automatic,Diesel,First,2015,1618,168890,53.81,2690.70
Daihatsu,Coupe,Manual,Petrol,First,2024,1751,17459,418.55,20927.70
Suzuki,SUV,Automatic,Petrol,First,2013,2134,172968,72.84,3641.89
Audi,Hatchback,Automatic,Diesel,Second,2015,1281,119080,193.10,9654.95
Audi,Hatchback,Manual,Petrol,First,2019,1377,117000,361.97,18098.72
Suzuki,SUV,Manual,Hybrid,Second,2017,2139,153680,117.94,5896.89
Mercedes,MPV,Automatic,Diesel,First,2010,2435,237180,51.22,2561.04
Porsche,MPV,Automatic,Petrol,Third,2005,2153,386380,46.37,2318.56
BMW,MPV,Manual,Diesel,First,2024,3637,11144,1197.03,59851.25
Porsche,SUV,Automatic,Diesel,First,2010,1656,174960,306.09,15304.37
VW,MPV,Manual,Hybrid,Second,2023,2042,34414,467.82,23391.01
BMW,Coupe,Automatic,Hybrid,First,2018,2083,131740,377.61,18880.72
Suzuki,Hatchback,Automatic,Petrol,First,2013,1138,220128,69.65,3482.34
Daihatsu,Coupe,Manual,Diesel,First,2014,2351,140646,32.48,1623.86
VW,Sedan,Automatic,Diesel,First,2005,1598,231900,28.52,1426.24
Toyota,Hatchback,Manual,Diesel,Third,2012,2451,131573,34.45,1722.35
Daihatsu,Hatchback,Automatic,Petrol,Third,2023,1829,31272,247.68,12383.95
Suzuki,SUV,Manual,Diesel,Second,2014,1904,144034,62.54,3126.93
Daihatsu,SUV,Manual,Petrol,Second,2010,1404,225525,27.59,1379.57
Audi,MPV,Manual,Hybrid,First,2016,1376,155241,236.11,11805.29
Audi,MPV,Manual,Hybrid,Third,2005,1787,287100,51.73,2586.29
BMW,Coupe,Manual,Hybrid,Third,2006,3334,264803,50.61,2530.48
Porsche,MPV,Manual,Hybrid,First,2019,2404,88416,1019.59,50979.71
Ferrari,Hatchback,Manual,Diesel,First,2011,5774,227864,889.26,44462.78
VW,MPV,Automatic,Diesel,Third,2020,1668,64845,238.13,11906.62
Toyota,Sedan,Manual,Petrol,Third,2020,1017,99175,70.63,3531.63
BMW,MPV,Automatic,Petrol,Second,2023,3425,33974,897.12,44856.20
BMW,SUV,Automatic,Petrol,Second,2013,3127,141336,73.78,3689.01
Mercedes,Sedan,Automatic,Petrol,First,2010,2191,194640,42.61,2130.70
BMW,MPV,Automatic,Petrol,Third,2008,3500,195619,44.46,2222.87
BMW,Sedan,Manual,Diesel,Second,2017,3950,146632,235.98,11799.19
Ferrari,Sedan,Manual,Diesel,Third,2006,4860,328206,253.73,12686.65
Mercedes,MPV,Automatic,Hybrid,Third,2009,2170,178896,40.63,2031.31
Porsche,Hatchback,Manual,Hybrid,First,2012,1622,254150,267.10,13354.83
Mazda,SUV,Automatic,Hybrid,Second,2018,2476,133756,254.01,12700.40
Porsche,Hatchback,Automatic,Diesel,Third,2007,2092,245124,67.47,3373.44
Suzuki,SUV,Automatic,Petrol,Third,2014,1914,177298,35.75,1787.39
Ferrari,Coupe,Automatic,Diesel,Third,2006,6068,352545,374.65,18732.49
Suzuki,MPV,Manual,Petrol,Second,2006,1094,288116,51.79,2589.52
Ferrari,Hatchback,Automatic,Diesel,Second,2022,5349,51768,3085.25,154262.35
Daihatsu,Sedan,Manual,Diesel,Third,2021,2053,65212,189.45,9472.66
Suzuki,MPV,Automatic,Diesel,Third,2022,1308,32097,191.99,9599.46
Porsche,SUV,Manual,Hybrid,Second,2015,2337,117320,652.14,32606.83
Mercedes,Sedan,Automatic,Diesel,Second,2016,3098,176463,169.88,8493.87
Porsche,Hatchback,Manual,Diesel,Third,2021,2140,67932,963.28,48164.22
Suzuki,MPV,Automatic,Diesel,First,2015,1060,191780,43.97,2198.37
Daihatsu,SUV,Manual,Diesel,First,2015,1541,137960,59.74,2987.11
Ferrari,Sedan,Automatic,Petrol,Second,2005,5210,323220,227.22,11361.19
Suzuki,Hatchback,Automatic,Petrol,Second,2011,2041,251216,71.62,3581.16
Mercedes,SUV,Automatic,Petrol,First,2023,3738,28886,1243.62,62181.07
Toyota,Hatchback,Automatic,Hybrid,Second,2011,1887,164122,41.13,2056.27
Suzuki,Coupe,Automatic,Petrol,Second,2024,1712,15593,424.93,21246.64
Audi,Sedan,Manual,Hybrid,Second,2007,2476,336798,47.11,2355.44
Mercedes,Sedan,Manual,Hybrid,Second,2014,2479,176099,79.12,3955.95
Audi,Hatchback,Automatic,Hybrid,Second,2022,1549,37098,658.82,32940.92
Suzuki,MPV,Manual,Diesel,Third,2023,2065,38518,276.14,13807.25
Porsche,Coupe,Automatic,Hybrid,First,2018,1204,112700,1024.73,51236.63
Suzuki,Coupe,Manual,Diesel,First,2008,1493,281962,51.95,2597.64
Mercedes,Hatchback,Manual,Petrol,Second,2009,3310,211616,30.75,1537.45
BMW,Sedan,Manual,Diesel,Third,2005,2645,309060,54.10,2705.18
Mercedes,Hatchback,Manual,Petrol,Second,2013,2685,163536,34.62,1731.10
Suzuki,Sedan,Manual,Diesel,Second,2014,2038,144529,40.49,2024.54
Daihatsu,Coupe,Automatic,Diesel,First,2023,1667,24986,362.57,18128.45
Toyota,SUV,Automatic,Diesel,Third,2012,1139,164736,69.80,3489.76
Suzuki,Coupe,Automatic,Hybrid,Second,2021,1421,41180,270.40,13519.87
Suzuki,Sedan,Automatic,Hybrid,Second,2008,1918,335325,78.03,3901.27
Mercedes,Sedan,Automatic,Hybrid,Third,2011,2347,253764,53.85,2692.63
Audi,Sedan,Automatic,Diesel,First,2014,1618,120142,196.22,9810.97
Daihatsu,Hatchback,Manual,Petrol,Second,2012,2392,203255,39.84,1992.05
Ferrari,MPV,Automatic,Petrol,Second,2014,6347,124487,1305.11,65255.64
Porsche,Coupe,Automatic,Diesel,First,2024,1103,14239,2021.40,101070.03
BMW,Sedan,Manual,Hybrid,First,2018,2463,93100,327.20,16359.83
Porsche,Coupe,Automatic,Hybrid,Second,2018,1415,109214,952.71,47635.72
Mercedes,Coupe,Manual,Diesel,Second,2015,3728,122920,208.35,10417.70
Toyota,Coupe,Manual,Petrol,Third,2021,1725,77452,239.66,11983.05
Daihatsu,Coupe,Manual,Diesel,First,2009,1563,195904,59.82,2990.81
Suzuki,MPV,Manual,Hybrid,Second,2024,1275,17918,285.50,14275.14
Porsche,MPV,Automatic,Diesel,First,2014,1809,141977,466.11,23305.28
Porsche,Sedan,Automatic,Petrol,First,2024,2280,19254,1752.29,87614.38
Honda,MPV,Manual,Hybrid,Second,2018,1472,138012,91.23,4561.37
Porsche,Sedan,Automatic,Diesel,Second,2013,1670,136992,350.84,17542.24
Suzuki,SUV,Manual,Diesel,Second,2021,2317,76996,273.18,13659.03
Honda,MPV,Automatic,Diesel,First,2015,2455,102130,148.20,7410.08
BMW,Coupe,Automatic,Hybrid,Third,2009,3228,305376,37.11,1855.35
Mazda,Hatchback,Automatic,Petrol,Second,2008,1068,301903,65.66,3283.24
Daihatsu,Hatchback,Automatic,Petrol,First,2024,2070,12170,433.69,21684.43
Porsche,SUV,Automatic,Hybrid,First,2005,2369,300780,30.65,1532.56
Daihatsu,SUV,Manual,Diesel,First,2022,1255,44805,235.22,11761.06
Toyota,MPV,Manual,Hybrid,Second,2013,1484,239664,68.26,3413.14
Mercedes,MPV,Manual,Petrol,Third,2021,3277,53740,559.78,27989.05
Porsche,Coupe,Manual,Petrol,Third,2014,1749,159621,469.09,23454.65
Porsche,Hatchback,Manual,Diesel,First,2008,2260,231608,97.62,4880.96
Porsche,Coupe,Manual,Petrol,Second,2021,2038,49236,1388.23,69411.44
Mercedes,SUV,Automatic,Diesel,First,2009,2802,191248,63.59,3179.72
Daihatsu,Coupe,Automatic,Diesel,First,2011,1921,221914,39.51,1975.60
Audi,MPV,Manual,Hybrid,First,2007,2026,322218,62.17,3108.56
Porsche,Coupe,Automatic,Petrol,Second,2021,1798,61080,1365.96,68297.84
Suzuki,Sedan,Manual,Diesel,First,2021,1098,79036,112.79,5639.40
Mercedes,SUV,Automatic,Petrol,Second,2009,2097,212368,60.05,3002.70
Suzuki,SUV,Automatic,Petrol,First,2010,1967,154725,66.53,3326.44
VW,Sedan,Manual,Diesel,Second,2009,1015,187328,66.13,3306.54
Mercedes,Hatchback,Manual,Diesel,Third,2012,3417,170144,57.17,2858.28
Mercedes,Sedan,Manual,Diesel,First,2023,2948,32054,953.11,47655.71
Honda,MPV,Automatic,Petrol,Second,2017,1775,98456,98.89,4944.55
Toyota,MPV,Automatic,Petrol,Second,2005,2357,256160,54.54,2726.93
Daihatsu,SUV,Manual,Petrol,Second,2005,1053,392420,49.32,2465.79
Suzuki,SUV,Manual,Petrol,First,2023,2003,32634,416.53,20826.29
VW,Coupe,Automatic,Hybrid,Second,2005,1327,335900,58.24,2912.19
Honda,MPV,Manual,Diesel,Third,2013,1410,206676,39.23,1961.66
Honda,Sedan,Manual,Hybrid,Third,2016,1462,112077,59.72,2986.03
Audi,SUV,Automatic,Hybrid,Second,2014,2086,178277,238.74,11936.96
Daihatsu,Sedan,Manual,Diesel,Third,2024,1992,11553,314.75,15737.53
Mercedes,Sedan,Automatic,Petrol,First,2008,2187,240159,66.09,3304.71
Suzuki,Coupe,Manual,Hybrid,First,2020,1049,98480,155.30,7764.81
Toyota,SUV,Manual,Petrol,First,2019,1585,112122,133.76,6688.16
VW,SUV,Automatic,Diesel,Third,2021,2166,61688,368.35,18417.42
Honda,Coupe,Manual,Hybrid,First,2021,2417,51040,482.39,24119.56
Daihatsu,Hatchback,Manual,Petrol,First,2012,1035,228982,45.43,2271.63
Toyota,SUV,Manual,Petrol,Second,2024,1564,13621,367.31,18365.31
Ferrari,Hatchback,Automatic,Hybrid,Second,2008,5491,305456,494.52,24725.94
VW,MPV,Automatic,Petrol,Third,2014,2056,162107,42.38,2118.79
Honda,Sedan,Automatic,Petrol,Third,2024,1703,17464,339.61,16980.55
Porsche,Hatchback,Manual,Diesel,Second,2020,2012,76175,924.71,46235.44
Daihatsu,Hatchback,Manual,Petrol,Third,2008,1405,274618,61.46,3073.20
Honda,Sedan,Manual,Petrol,Second,2012,2144,255957,22.50,1125.12
Honda,Coupe,Automatic,Petrol,First,2013,1505,165924,55.31,2765.30
Toyota,Sedan,Manual,Hybrid,Third,2008,1970,191658,46.68,2334.22
BMW,Coupe,Automatic,Diesel,First,2018,2254,92897,410.19,20509.65
Suzuki,MPV,Manual,Diesel,Third,2008,1882,245837,42.07,2103.61
Suzuki,Hatchback,Manual,Hybrid,Third,2024,1343,19448,234.16,11708.24
Audi,MPV,Automatic,Petrol,Second,2010,2098,296460,40.18,2008.88
Toyota,Sedan,Automatic,Hybrid,Second,2013,1372,238344,51.56,2578.13
Porsche,Hatchback,Manual,Petrol,Third,2014,1820,197054,324.65,16232.37
Mercedes,MPV,Manual,Petrol,Second,2020,2653,86600,453.07,22653.65
BMW,Hatchback,Manual,Hybrid,Third,2009,3079,227408,48.38,2419.14
Suzuki,Sedan,Automatic,Hybrid,Second,2012,1670,131599,69.46,3472.96
Toyota,SUV,Manual,Diesel,First,2014,1436,123277,42.65,2132.39
Daihatsu,SUV,Automatic,Hybrid,Third,2018,2276,125825,172.58,8629.21
Daihatsu,Coupe,Automatic,Hybrid,Third,2007,1614,230868,70.56,3527.79
Mercedes,SUV,Automatic,Diesel,Third,2014,2688,199837,58.96,2948.23
Ferrari,MPV,Manual,Diesel,Third,2023,4920,37418,2991.04,149551.87
BMW,Hatchback,Automatic,Hybrid,Third,2014,3625,165044,107.70,5385.07
Daihatsu,Hatchback,Manual,Diesel,Third,2018,1912,77084,91.41,4570.31
Toyota,SUV,Manual,Diesel,First,2024,2203,16020,550.55,27527.71
BMW,SUV,Automatic,Petrol,Second,2024,3969,14085,1316.74,65836.81
Mercedes,SUV,Automatic,Hybrid,Second,2013,2859,191736,98.09,4904.47
Toyota,Sedan,Manual,Hybrid,Second,2005,1345,212340,53.27,2663.45
Mercedes,MPV,Automatic,Hybrid,Third,2022,3393,45021,729.84,36492.20
Toyota,Sedan,Manual,Petrol,Second,2023,2334,23830,383.95,19197.42
Mercedes,MPV,Manual,Hybrid,Third,2018,3768,85484,344.47,17223.41
Porsche,MPV,Manual,Petrol,Second,2018,2187,121569,720.14,36006.86
Porsche,Coupe,Automatic,Hybrid,Second,2010,1169,213645,271.44,13572.16
Porsche,MPV,Manual,Diesel,Second,2014,2050,126181,416.44,20821.93
Toyota,Sedan,Automatic,Diesel,Third,2012,2138,247533,50.69,2534.65
Toyota,Hatchback,Automatic,Hybrid,Second,2007,1942,283158,61.59,3079.61
BMW,Sedan,Automatic,Diesel,Third,2024,2602,12734,844.09,42204.43
Suzuki,Sedan,Automatic,Petrol,Third,2017,1578,118504,30.79,1539.73
BMW,MPV,Automatic,Petrol,Third,2019,3563,60252,412.89,20644.36
VW,Hatchback,Manual,Diesel,First,2009,2362,176848,38.66,1933.22
Suzuki,MPV,Manual,Hybrid,Third,2006,1576,380000,69.36,3468.09
Porsche,Coupe,Automatic,Petrol,First,2008,2342,250444,199.08,9953.83
Suzuki,MPV,Manual,Petrol,Second,2009,1966,318528,43.49,2174.72
Audi,Sedan,Automatic,Hybrid,Second,2006,1904,335122,53.04,2651.82
Porsche,SUV,Automatic,Petrol,First,2010,2239,245505,250.02,12500.88
BMW,SUV,Automatic,Diesel,Third,2024,3386,11684,1078.43,53921.66
Porsche,Coupe,Automatic,Hybrid,Third,2012,2428,199420,401.51,20075.44
Toyota,Hatchback,Manual,Hybrid,First,2009,2012,189312,43.46,2173.15
Toyota,Hatchback,Manual,Diesel,Third,2019,1985,84066,131.56,6577.94
Toyota,SUV,Manual,Hybrid,Third,2006,1173,358093,56.83,2841.36
Toyota,Sedan,Automatic,Hybrid,Second,2020,2086,57850,263.50,13175.12
Ferrari,Sedan,Automatic,Diesel,Second,2017,4983,94208,1747.38,87369.23
Mercedes,Coupe,Automatic,Petrol,Third,2010,3518,284235,42.32,2115.89
Ferrari,MPV,Manual,Petrol,First,2014,4566,150029,1311.27,65563.49
Daihatsu,MPV,Automatic,Diesel,First,2020,2015,70095,201.41,10070.73
BMW,SUV,Manual,Hybrid,Third,2006,3609,227829,29.89,1494.63
Suzuki,Coupe,Manual,Hybrid,Second,2013,1289,193428,35.66,1782.94
Daihatsu,Coupe,Manual,Diesel,Third,2022,2396,43284,325.16,16258.01
Honda,Hatchback,Manual,Hybrid,Second,2022,1664,58389,276.45,13822.63
BMW,Coupe,Automatic,Petrol,Third,2011,2483,257026,34.50,1725.03
Porsche,MPV,Automatic,Diesel,Second,2014,1480,188529,362.69,18134.36
BMW,Sedan,Automatic,Hybrid,First,2023,2172,31630,835.31,41765.74
Mercedes,MPV,Manual,Petrol,First,2016,2447,122346,167.62,8381.04
Suzuki,MPV,Automatic,Diesel,Third,2010,2101,218145,31.09,1554.33
Porsche,Hatchback,Manual,Diesel,Second,2021,2129,40764,1104.99,55249.42
Daihatsu,Hatchback,Manual,Hybrid,First,2008,1888,254490,41.55,2077.43
Porsche,SUV,Automatic,Petrol,First,2016,1285,100845,749.08,37454.04
Suzuki,Coupe,Manual,Petrol,Third,2023,1863,24286,319.93,15996.68
Mercedes,Coupe,Automatic,Hybrid,Third,2020,2124,59595,534.80,26740.05
Daihatsu,Sedan,Automatic,Hybrid,First,2015,2488,162440,67.75,3387.49
Suzuki,Sedan,Automatic,Hybrid,Second,2010,1557,184425,62.15,3107.31
Daihatsu,MPV,Manual,Petrol,First,2012,1202,187278,54.46,2722.83
Toyota,MPV,Manual,Hybrid,Second,2010,1128,221415,53.71,2685.73
Toyota,SUV,Automatic,Hybrid,Second,2011,2498,227038,42.70,2134.81
BMW,Sedan,Manual,Petrol,Third,2020,3779,59590,472.31,23615.53
Daihatsu,SUV,Automatic,Diesel,Third,2013,1246,220464,51.53,2576.60
Mercedes,SUV,Manual,Hybrid,Second,2005,2832,223500,34.76,1738.20
Honda,MPV,Manual,Diesel,Third,2011,2442,245224,26.41,1320.62
Daihatsu,MPV,Manual,Petrol,Second,2008,1231,178653,62.73,3136.42
VW,Hatchback,Manual,Diesel,First,2021,2302,42100,414.42,20721.09
Honda,SUV,Automatic,Diesel,Third,2017,1340,105680,80.31,4015.47
Mercedes,Hatchback,Automatic,Petrol,First,2020,2567,62330,534.94,26747.15
Ferrari,MPV,Manual,Hybrid,First,2017,5802,133048,2001.84,100091.82
Mazda,Hatchback,Manual,Diesel,Third,2011,1100,158956,45.26,2262.99
BMW,MPV,Manual,Petrol,First,2007,2549,272322,21.64,1081.76
Mazda,Hatchback,Manual,Diesel,Third,2016,2131,119610,80.15,4007.31
Porsche,Coupe,Manual,Diesel,First,2021,1601,76556,1487.89,74394.36
Porsche,MPV,Manual,Petrol,Second,2005,1197,306260,30.91,1545.57
Ferrari,Coupe,Automatic,Diesel,First,2023,6305,24900,4997.76,249887.86
VW,Coupe,Manual,Diesel,First,2008,1885,289221,38.27,1913.42
Daihatsu,Hatchback,Automatic,Petrol,Third,2023,1164,27372,166.77,8338.72
Toyota,Sedan,Manual,Diesel,Third,2014,2338,197197,42.93,2146.68
Daihatsu,Sedan,Manual,Diesel,Third,2016,2137,144225,26.65,1332.36
BMW,Sedan,Automatic,Hybrid,First,2016,3690,122760,270.03,13501.64
